id	value
HTTPS://T.CO/BLZ3AKA6QU	1
HTTPS://T.CO/BM2EX2CXW0	1
HTTPS://T.CO/BM3P7NKFGO	1
HTTPS://T.CO/BMCMOFBFH6	1
HTTPS://T.CO/BMILPIO1CR	2
HTTPS://T.CO/BMSDO6WVG0	9
HTTPS://T.CO/BMZH4H8EYK	1
HTTPS://T.CO/BN6HDMSUPW	1
HTTPS://T.CO/BNBHDGFTPN	1
HTTPS://T.CO/BNC92PBXZD	1
HTTPS://T.CO/BNTJEVMNXU	2
HTTPS://T.CO/BNTKECBOQI?	1
HTTPS://T.CO/BODIHWVYHS	1
HTTPS://T.CO/BOGABFDWBR	1
HTTPS://T.CO/BOJWCNKMAR	5
HTTPS://T.CO/BOODWHE0PD	1
HTTPS://T.CO/BOWF1ICETY	3
HTTPS://T.CO/BOZ03PJHSK	1
HTTPS://T.CO/BOZ9VIRZ0T	1
HTTPS://T.CO/BPB3Z8S8EO	1
HTTPS://T.CO/BPHUDN9EVI	1
HTTPS://T.CO/BPJLVZ6HB4	1
HTTPS://T.CO/BPLRCWGBNX	1
HTTPS://T.CO/BPSVOFMMFW	1
HTTPS://T.CO/BPYPPXL6QH	1
HTTPS://T.CO/BP…	3
HTTPS://T.CO/BQEFTBAIY9	1
HTTPS://T.CO/BQMVGP1J9A	1
HTTPS://T.CO/BQMX4HHXE0	1
HTTPS://T.CO/BQTVNRKSI5	1
HTTPS://T.CO/BQUCJGOVPY	1
HTTPS://T.CO/BQWMUHO8D4	1
HTTPS://T.CO/BQXMMGGIQV	1
HTTPS://T.CO/BQYUP772K7	1
HTTPS://T.CO/BRRXSCYBPV	1
HTTPS://T.CO/BS3C2X3T9P	1
HTTPS://T.CO/BSMCVYTJSY	2
HTTPS://T.CO/BTBWRR2D8O	1
HTTPS://T.CO/BTDT2VGGWL	3
HTTPS://T.CO/BTHVNCRTA7 	1
HTTPS://T.CO/BTQDBBEIGC …	1
HTTPS://T.CO/BTZH1LQAKH	1
HTTPS://T.CO/BU0OM0GV5Q	1
HTTPS://T.CO/BU3QDOYV9U	1
HTTPS://T.CO/BU8VJW9DHT	2
HTTPS://T.CO/BUQ0YJA3BP	1
HTTPS://T.CO/BUTCSV8JA7	1
HTTPS://T.CO/BUTGXIBDPA	4
HTTPS://T.CO/BUWU2HXPMN	1
HTTPS://T.CO/BV2KNF6PFA	1
HTTPS://T.CO/BVANOCOKIO	1
HTTPS://T.CO/BVBBKKEXSX	1
HTTPS://T.CO/BVLJRKCMQI	1
HTTPS://T.CO/BVSVXZ9S84	1
HTTPS://T.CO/BVUPPP4YCS	5
HTTPS://T.CO/BW36CJWMCX	1
HTTPS://T.CO/BWGFR92UKK	1
HTTPS://T.CO/BWJI3T1NUC	1
HTTPS://T.CO/BWLFHROQXP	1
HTTPS://T.CO/BWNQLTYWZR	1
HTTPS://T.CO/BWNRKTFOJS	1
HTTPS://T.CO/BXAUGR70YJ	1
HTTPS://T.CO/BXCAGE9DRT	1
HTTPS://T.CO/BXCMGLJVFG	2
HTTPS://T.CO/BXEYZRU9VJ	1
HTTPS://T.CO/BXQWULBVEE	1
HTTPS://T.CO/BXROFCVWIG	1
HTTPS://T.CO/BXTSARCGYF	1
HTTPS://T.CO/BXXIVMLEWH	1
HTTPS://T.CO/BYFIRJBJ5F	1
HTTPS://T.CO/BYIHAWTLQP	1
HTTPS://T.CO/BYKSJ2YB5A	1
HTTPS://T.CO/BYO8ZDEMOU	2
HTTPS://T.CO/BYXSCYLPEX	1
HTTPS://T.CO/BYYID1L2EU	1
HTTPS://T.CO/BYYOXRLL8Z	1
HTTPS://T.CO/BZFPTYRDD7	1
HTTPS://T.CO/BZFQM7OGEK	1
HTTPS://T.CO/BZPXJTAZFP	1
HTTPS://T.CO/BZT8UNRKJT	1
HTTPS://T.CO/BZUYHOKNK6	2
HTTPS://T.CO/B…	3
HTTPS://T.CO/C047MCPUCY	1
HTTPS://T.CO/C13PVEKVLG	1
HTTPS://T.CO/C1BWIEA9O2	1
HTTPS://T.CO/C23PYYSPJ5	1
HTTPS://T.CO/C2NYETLFCF	1
HTTPS://T.CO/C2OKIJIZHY	1
HTTPS://T.CO/C2VYULTK0U	1
HTTPS://T.CO/C42OM2SKPS	1
HTTPS://T.CO/C4U7DM63M4	1
HTTPS://T.CO/C4Z8VTCEVF	1
HTTPS://T.CO/C52BXYUBKG	1
HTTPS://T.CO/C5JTEWGXXB	1
HTTPS://T.CO/C5TGTRF68Z	1
HTTPS://T.CO/C6MEZPIM0E	1
HTTPS://T.CO/C6X7OLAUL3…	1
HTTPS://T.CO/C6YC2UJAMD	1
HTTPS://T.CO/C7S7WI24A2	1
HTTPS://T.CO/C7UOUMUCJU	1
HTTPS://T.CO/C7X7HNMTOM	1
HTTPS://T.CO/C7YSLUMAWM	1
HTTPS://T.CO/C8L0JJQCT7	1
HTTPS://T.CO/C8MUDGPCGJ	1
HTTPS://T.CO/C8TBCY7AXW	2
HTTPS://T.CO/C8TUBCP0WP	1
HTTPS://T.CO/CA2PUTRBPB	1
HTTPS://T.CO/CABUQ14FAH	1
HTTPS://T.CO/CADUPIKLKO	1
HTTPS://T.CO/CAEFXKA0OR	1
HTTPS://T.CO/CAJHMRHK81	1
HTTPS://T.CO/CAMHG…	1
HTTPS://T.CO/CAWHH2J89K	2
HTTPS://T.CO/CAYILM3SKV	1
HTTPS://T.CO/CB1U0UWB1Y	1
HTTPS://T.CO/CBINM7KKCJ	1
HTTPS://T.CO/CBJFITOU62	1
HTTPS://T.CO/CBSCY…	14
HTTPS://T.CO/CBTEEUWIJO	1
HTTPS://T.CO/CBXSW5DTTU	1
HTTPS://T.CO/CBYB1WFNEJ	1
HTTPS://T.CO/CC6XI9NZK7	1
HTTPS://T.CO/CCOKW3EYD7…	2
HTTPS://T.CO/CCZDA0Q2OP	1
HTTPS://T.CO/CD9LWXITED	2
HTTPS://T.CO/CDSNS5BICW	1
HTTPS://T.CO/CDSSCPV0JQ	1
HTTPS://T.CO/CEG3ABW6KT	1
HTTPS://T.CO/CEIYTRFUSH	1
HTTPS://T.CO/CEMCK9RZCD	1
HTTPS://T.CO/CEP0ZUV2UT	1
HTTPS://T.CO/CES75JRBBV	1
HTTPS://T.CO/CEYBHAQVGJ	1
HTTPS://T.CO/CFEUCTKEJJ	1
HTTPS://T.CO/CFFF58CQ8R	1
HTTPS://T.CO/CFLSS3N4FK	1
HTTPS://T.CO/CFNWCVLS19	1
HTTPS://T.CO/CFQPYEI0DN	1
HTTPS://T.CO/CFUDHADNGG	1
HTTPS://T.CO/CFYXW7INRM	1
HTTPS://T.CO/CGLKVDY2JB	1
HTTPS://T.CO/CGQGBJA9SO	1
HTTPS://T.CO/CH3XQQVP…	1
HTTPS://T.CO/CH92XRPRXT  	1
HTTPS://T.CO/CHLBVPSBPA	1
HTTPS://T.CO/CHTPJZ1CZW	1
HTTPS://T.CO/CH…	1
HTTPS://T.CO/CI0HXHMROZ	1
HTTPS://T.CO/CI1TEAHZ19	1
HTTPS://T.CO/CI4VG4GONB	1
HTTPS://T.CO/CIGJNDNAWD…	1
HTTPS://T.CO/CIKMU1NGYX	1
HTTPS://T.CO/CIO2LGX1V4	1
HTTPS://T.CO/CJGSKVOWHG	1
HTTPS://T.CO/CJNIITLQA9	1
HTTPS://T.CO/CJQCYVFBZX	2
HTTPS://T.CO/CJRQXBH6OQ	22
HTTPS://T.CO/CJSEYVRUJG	1
HTTPS://T.CO/CK1SKR0KYA	1
HTTPS://T.CO/CKAYYZZTL9	1
HTTPS://T.CO/CKERAG3DLW	1
HTTPS://T.CO/CKGQOOPKDI	1
HTTPS://T.CO/CLILT3FES2	7
HTTPS://T.CO/CLIRWGBYBC	2
HTTPS://T.CO/CLN4BHMYJC	1
HTTPS://T.CO/CLRS5EBBPA	1
HTTPS://T.CO/CMJSP1AELS	1
HTTPS://T.CO/CMVRKFTD8T	1
HTTPS://T.CO/CN1WXY7VWX	1
HTTPS://T.CO/CN220UVZML	1
HTTPS://T.CO/CN46SLOEFP	1
HTTPS://T.CO/CN7V7YFW2Y	1
HTTPS://T.CO/CN8MPTQSCN	1
HTTPS://T.CO/CNEFTFZRJW	4
HTTPS://T.CO/CNMA53XQX8	1
HTTPS://T.CO/CO4M2KEK6N	1
HTTPS://T.CO/CO4QHRBUOO	1
HTTPS://T.CO/CODRSMCZ3D	1
HTTPS://T.CO/CODZZITID3	1
HTTPS://T.CO/COFHR7PZ5X	1
HTTPS://T.CO/COH6RKCFTL	1
HTTPS://T.CO/COKA3AAHT0	1
HTTPS://T.CO/CPAM9UHMI6	1
HTTPS://T.CO/CPB1ZKBQKE	1
HTTPS://T.CO/CPB8ZOJWPU	1
HTTPS://T.CO/CPU8ZCCQYS	1
HTTPS://T.CO/CQN142WJ1W…	1
HTTPS://T.CO/CR2BY4N2ZS	1
HTTPS://T.CO/CR5DGQDSK3	1
HTTPS://T.CO/CRB1OMYPVK	1
HTTPS://T.CO/CRBFJMTV4T	1
HTTPS://T.CO/CRQOTZVOXR	1
HTTPS://T.CO/CRWILCASC3	1
HTTPS://T.CO/CS2U3HTQJA	1
HTTPS://T.CO/CSA6AHTEA0	1
HTTPS://T.CO/CSNFJOHTVV	1
HTTPS://T.CO/CSVALXRCJN	1
HTTPS://T.CO/CSVJZ…	1
HTTPS://T.CO/CSWSWP8R6J	2
HTTPS://T.CO/CTHZD…	1
HTTPS://T.CO/CTI8X0Z9XY	1
HTTPS://T.CO/CTN8N9C2VX	1
HTTPS://T.CO/CTPMYHC22F	1
HTTPS://T.CO/CTRGEIAHHD	2
HTTPS://T.CO/CTTUIHFMFC	1
HTTPS://T.CO/CUEE7VF89J	1
HTTPS://T.CO/CUM5APS9K1	4
HTTPS://T.CO/CUOXBUPXF7	1
HTTPS://T.CO/CURNWFNIOJ	1
HTTPS://T.CO/CUU9BZFCKR	1
HTTPS://T.CO/CV9XUNSXLF	1
HTTPS://T.CO/CVB2QDCZO1	1
HTTPS://T.CO/CVBPI72JGT	1
HTTPS://T.CO/CVETTKO52U	1
HTTPS://T.CO/CVKDYBDVOH	2
HTTPS://T.CO/CVS6YYDQS0	1
HTTPS://T.CO/CVWUCTKZAY	1
HTTPS://T.CO/CW1GROWXO9	1
HTTPS://T.CO/CW2ZSQEQPV	1
HTTPS://T.CO/CWDCPU9SRK	1
HTTPS://T.CO/CWKWBNB0KV	1
HTTPS://T.CO/CWSUXZLSGN	2
HTTPS://T.CO/CWVI8QRUMT	1
HTTPS://T.CO/CX1ZZQIZ5V	1
HTTPS://T.CO/CX9FPIGHSD	1
HTTPS://T.CO/CXBRZ3HETQ	1
HTTPS://T.CO/CXCD6TD2QJ	1
HTTPS://T.CO/CXEBLGMXNI	2
HTTPS://T.CO/CXGFG…	1
HTTPS://T.CO/CXIJWN8TFO	1
HTTPS://T.CO/CXK2ENVM5Y	1
HTTPS://T.CO/CXZXLL2APP	1
HTTPS://T.CO/CY8NGENBFZ	1
HTTPS://T.CO/CYGZUKA1Q2	1
HTTPS://T.CO/CYHLQRIZVU	3
HTTPS://T.CO/CYXNETP53Q	1
HTTPS://T.CO/CZBSBQRZX1	2
HTTPS://T.CO/CZCU2FCBXM	1
HTTPS://T.CO/CZK…	1
HTTPS://T.CO/CZVNJ9NNZD	1
HTTPS://T.CO/CZYUYGUI22	1
HTTPS://T.CO/C…	2
HTTPS://T.CO/D0KGYODMXF	1
HTTPS://T.CO/D0MYFFI4KA	1
HTTPS://T.CO/D1129PVBH0	1
HTTPS://T.CO/D18EWZZ8NT	1
HTTPS://T.CO/D19NYXVOR7	1
HTTPS://T.CO/D1AJR9YBAX	1
HTTPS://T.CO/D3D9TNX0S6	1
HTTPS://T.CO/D3EQKEYYPO	1
HTTPS://T.CO/D3MUBNHDXX	1
HTTPS://T.CO/D42HSIARSB	1
HTTPS://T.CO/D4ERRLMUXB	1
HTTPS://T.CO/D5V8WUC1TC	1
HTTPS://T.CO/D5X43VKBUR	1
HTTPS://T.CO/D5Z8MQJZXU	1
HTTPS://T.CO/D6G8MPE9LI	1
HTTPS://T.CO/D6PWUP7DA2	1
HTTPS://T.CO/D7EFMB0BGH	1
HTTPS://T.CO/D7L85OQK07	1
HTTPS://T.CO/D7TDDIHCAU	1
HTTPS://T.CO/D83SDCNI4N	1
HTTPS://T.CO/D92RJEU8L4	1
HTTPS://T.CO/D98BNWGWWC	1
HTTPS://T.CO/D9ARUHLWYO	1
HTTPS://T.CO/D9O9RYTGL9	2
HTTPS://T.CO/DA71R3ZDC6	1
HTTPS://T.CO/DA9TNEA76U	1
HTTPS://T.CO/DAELBFZDBX	1
HTTPS://T.CO/DAMVHBVLG5	1
HTTPS://T.CO/DB2ZY6YXQB	1
HTTPS://T.CO/DBZEDNMVGK	1
HTTPS://T.CO/DC9JAFQRDX	1
HTTPS://T.CO/DCBHBUKTWS	1
HTTPS://T.CO/DCBQYFF0CB	1
HTTPS://T.CO/DCCNHGIWDB	1
HTTPS://T.CO/DCVTXCZFOO	1
HTTPS://T.CO/DCZVFR494F	5
HTTPS://T.CO/DDAEJR3OB4	1
HTTPS://T.CO/DDGAJFGBIW	1
HTTPS://T.CO/DDQVJSJDPO	1
HTTPS://T.CO/DDRNOWDQIW	1
HTTPS://T.CO/DDVYGNSYEY	1
HTTPS://T.CO/DE1SGXLAXN	1
HTTPS://T.CO/DEKYGUX1HL	1
HTTPS://T.CO/DEUKNDE364	1
HTTPS://T.CO/DEVAXUVWKZ	1
HTTPS://T.CO/DEZ7LRZM7W	1
HTTPS://T.CO/DF7TB67DTI	1
HTTPS://T.CO/DFAVCDCRXT	2
HTTPS://T.CO/DFLQARML99	3
HTTPS://T.CO/DFS0RSJ00R

HTTPS://T.CO/1ZXXSP0XPC	1
HTTPS://T.CO/DFYNAHTSRF	1
HTTPS://T.CO/DG0AW99ECF	2
HTTPS://T.CO/DG5BINNMN2	1
HTTPS://T.CO/DG6HYYJMC4	1
HTTPS://T.CO/DGCC9HDBSU	1
HTTPS://T.CO/DGQAL7YMIR…	1
HTTPS://T.CO/DGRDWQGNHN	1
HTTPS://T.CO/DH1IR8EFPU	1
HTTPS://T.CO/DHAMXA2AQM	1
HTTPS://T.CO/DHDASZMLKY	1
HTTPS://T.CO/DHF…	3
HTTPS://T.CO/DHJZLLYVEV	1
HTTPS://T.CO/DI4UOYRUYT	1
HTTPS://T.CO/DICIJSKFRW	1
HTTPS://T.CO/DIPY6JCWM1	1
HTTPS://T.CO/DIX6RH2LQV	1
HTTPS://T.CO/DIZKVXTZIM	1
HTTPS://T.CO/DJHSP5UDBN	1
HTTPS://T.CO/DJY3SGTZDM	7
HTTPS://T.CO/DK4MRGZLI7	1
HTTPS://T.CO/DK5HTMFYAK	1
HTTPS://T.CO/DK7U9EVV8I	1
HTTPS://T.CO/DKAXVESPTI	1
HTTPS://T.CO/DKGLSDI9IC	3
HTTPS://T.CO/DKIA6BPKHF	3
HTTPS://T.CO/DKPVQZHDMG	1
HTTPS://T.CO/DKRSMEVAZT	3
HTTPS://T.CO/DLIVSM9OKH	1
HTTPS://T.CO/DLLQZX1UNJ	1
HTTPS://T.CO/DLSWFLFSS2	1
HTTPS://T.CO/DLTVTKLWOA	1
HTTPS://T.CO/DM1NEONYWC	1
HTTPS://T.CO/DMJOIRWCDU	2
HTTPS://T.CO/DMP9ASJDIJ	1
HTTPS://T.CO/DMPNL9WCGD	1
HTTPS://T.CO/DMXMMYY2OH	1
HTTPS://T.CO/DMZYREB15G	1
HTTPS://T.CO/DNDPS3WAJH	22
HTTPS://T.CO/DNFMAXPT3M	1
HTTPS://T.CO/DNGRY3RDGQ	2
HTTPS://T.CO/DNPJOJX3U8	1
HTTPS://T.CO/DNSIQDV29P	1
HTTPS://T.CO/DNUVPJKHVH	2
HTTPS://T.CO/DO22IQYDW2	1
HTTPS://T.CO/DOHKZPW0IS	2
HTTPS://T.CO/DP2CAXFTHH	1
HTTPS://T.CO/DPDYQVYBYE	1
HTTPS://T.CO/DPO2QYL0SM	1
HTTPS://T.CO/DPRGUZQGFK	1
HTTPS://T.CO/DPTSVWKGGM	1
HTTPS://T.CO/DQRS3AHKYS	1
HTTPS://T.CO/DR2JGOMOP4	1
HTTPS://T.CO/DRDFFAWLTW	1
HTTPS://T.CO/DRKJTTFIIM	2
HTTPS://T.CO/DRKQ5UZGHQ	1
HTTPS://T.CO/DRWCKCY40L	2
HTTPS://T.CO/DRXNJWLZS7	1
HTTPS://T.CO/DS7OOFV9OY	2
HTTPS://T.CO/DSFNHDPTDF	1
HTTPS://T.CO/DSREGPUKMY	1
HTTPS://T.CO/DSTBHNJ4T0	1
HTTPS://T.CO/DTK6I0XJG2	1
HTTPS://T.CO/DTOBEWYYUR	1
HTTPS://T.CO/DTRGCGRMDK	1
HTTPS://T.CO/DUC4FNIOFL	1
HTTPS://T.CO/DUOSIGBNTL	1
HTTPS://T.CO/DVIALYRPKS	1
HTTPS://T.CO/DVJ6YQO4LK	1
HTTPS://T.CO/DW2IMMHZ0C	1
HTTPS://T.CO/DW5B3KCV5Z	1
HTTPS://T.CO/DWKW2WBQF3	1
HTTPS://T.CO/DWU5TOM9QU	1
HTTPS://T.CO/DXCBQMA4KU	36
HTTPS://T.CO/DXCRNDVHM7	2
HTTPS://T.CO/DXHHIR94FO	1
HTTPS://T.CO/DXTTDXZBXG	1
HTTPS://T.CO/DXU3ETYFVW	1
HTTPS://T.CO/DXVUOPFKKJ	1
HTTPS://T.CO/DY33RLBL45	7
HTTPS://T.CO/DYE8TABBUR	1
HTTPS://T.CO/DYIT6RYXTT	2
HTTPS://T.CO/DYPJKEEOCS	1
HTTPS://T.CO/DYSJL…	2
HTTPS://T.CO/DYSRFNGIQH	1
HTTPS://T.CO/DZLDBC9WEN	1
HTTPS://T.CO/D…	1
HTTPS://T.CO/E0C37QSOSL	1
HTTPS://T.CO/E0CXRENOVT	1
HTTPS://T.CO/E0GN1YLLZJ	1
HTTPS://T.CO/E1HR…	3
HTTPS://T.CO/E1OLAJLZC0	1
HTTPS://T.CO/E2WANLU624	2
HTTPS://T.CO/E3DMTTVBPH	1
HTTPS://T.CO/E3QN6HXS0C	1
HTTPS://T.CO/E3TCU1BVYV	1
HTTPS://T.CO/E5FUJL1B5P	1
HTTPS://T.CO/E603JXCJX3	1
HTTPS://T.CO/E6ITEDWIGA	1
HTTPS://T.CO/E6QNARKHOR	1
HTTPS://T.CO/E6QULUSHQB	1
HTTPS://T.CO/E6V5UBM9RS	1
HTTPS://T.CO/E8NT9KCRV4	1
HTTPS://T.CO/E93KREYKQ0	1
HTTPS://T.CO/E9ANJS3DDN	1
HTTPS://T.CO/E9DG4Z6HMA	1
HTTPS://T.CO/E9SOPALISX	1
HTTPS://T.CO/EA0PD2ULCI	1
HTTPS://T.CO/EA1NKBDLYB	1
HTTPS://T.CO/EAFP2SX2R8	1
HTTPS://T.CO/EAHWUEEFYL	1
HTTPS://T.CO/EAQNFTPLUZ	1
HTTPS://T.CO/EAUEOKDW7V	1
HTTPS://T.CO/EBDXOWC8GV	1
HTTPS://T.CO/EBIIUIZ9ZL	1
HTTPS://T.CO/EBKUSBL1DH	1
HTTPS://T.CO/EBXVD9AKAH	1
HTTPS://T.CO/EC4FFXCOAT	2
HTTPS://T.CO/ECD8HQGXFG	1
HTTPS://T.CO/ECFDB7GAFR	1
HTTPS://T.CO/ECKVVJTAKO...	1
HTTPS://T.CO/EDGZWZ45WW	1
HTTPS://T.CO/EDHN4VBI1J	1
HTTPS://T.CO/EDN0PTI7L2	1
HTTPS://T.CO/EDNBJEQ0IW	14
HTTPS://T.CO/EDVHFT5RQY	5
HTTPS://T.CO/EEBPYWEQA9	2
HTTPS://T.CO/EEEODAYHOM	4
HTTPS://T.CO/EEFHZ9YKOM	1
HTTPS://T.CO/EEI8CF4WQL	1
HTTPS://T.CO/EEPCIZPS2Z	1
HTTPS://T.CO/EESL0J3GDH	1
HTTPS://T.CO/EEUVQSIRQX	1
HTTPS://T.CO/EF85ITOLGX	2
HTTPS://T.CO/EFH3FKJCKG	1
HTTPS://T.CO/EFL37UWAPW	1
HTTPS://T.CO/EFOP…	1
HTTPS://T.CO/EFRUKSMT5U	1
HTTPS://T.CO/EFSICSHRMR	1
HTTPS://T.CO/EGECKRLCXI	1
HTTPS://T.CO/EGTX9YAAGH	1
HTTPS://T.CO/EGVIBVJEAP	1
HTTPS://T.CO/EH1EZP3NMP	1
HTTPS://T.CO/EHIIEJ2RHU	1
HTTPS://T.CO/EHJ0CPIIAK	1
HTTPS://T.CO/EHXEFDRIAK	1
HTTPS://T.CO/EI3YLBF6RC	1
HTTPS://T.CO/EI5AMUPK9Q	1
HTTPS://T.CO/EIG6HEC6XH	1
HTTPS://T.CO/EIUK1CNUHY	1
HTTPS://T.CO/EIZPQ3QBVI	1
HTTPS://T.CO/EJD6OWZKCI	1
HTTPS://T.CO/EJ…	2
HTTPS://T.CO/EK2MNFTTYJ	1
HTTPS://T.CO/EKBVNBXVAY	2
HTTPS://T.CO/EKKXAEHDUX	1
HTTPS://T.CO/EL7EB2LGEC	1
HTTPS://T.CO/ELABMIGX23	1
HTTPS://T.CO/ELBEBT5HCK	1
HTTPS://T.CO/ELF6BXV1XG	2
HTTPS://T.CO/ELGQGX8MJY	1
HTTPS://T.CO/ELTXOY3V06	1
HTTPS://T.CO/ELYI8CYDYV	1
HTTPS://T.CO/EMGIUWTWTQ	1
HTTPS://T.CO/EMPOHYMOIA	1
HTTPS://T.CO/EMX594U0I1	1
HTTPS://T.CO/ENEV6FKU43	1
HTTPS://T.CO/ENFCFLLD0B	1
HTTPS://T.CO/ENOHIPIU9M	1
HTTPS://T.CO/ENSFGLMPCT	1
HTTPS://T.CO/ENTLNQONS5	1
HTTPS://T.CO/ENVKDCO3EU	1
HTTPS://T.CO/EO1CYBJKQD	1
HTTPS://T.CO/EO2X6P17ML	1
HTTPS://T.CO/EOG7LABFBX	1
HTTPS://T.CO/EOILAJWLC8	3
HTTPS://T.CO/EPJSAIQSNL	1
HTTPS://T.CO/EPV2BNSMH0	1
HTTPS://T.CO/EQCDKC8PDB	1
HTTPS://T.CO/EQJXRHGJYA	1
HTTPS://T.CO/EQO3XB4MO2	1
HTTPS://T.CO/EQVYONEDS4	1
HTTPS://T.CO/ERMKPWW6R3	1
HTTPS://T.CO/ERNG2YXXJ7	2
HTTPS://T.CO/ERPVERULZS	1
HTTPS://T.CO/ERVSM202OO	1
HTTPS://T.CO/ERZUSFW2D6	1
HTTPS://T.CO/ES7EZK6GLP	1
HTTPS://T.CO/ESCNXPWRMF	1
HTTPS://T.CO/ESDZVPYEMN	1
HTTPS://T.CO/ESLYI0RNU2	1
HTTPS://T.CO/ESTRQ9VDEK
#THERESISTANCE	2
HTTPS://T.CO/ESWGB6GRCX	1
HTTPS://T.CO/ESYS1RBCDA	1
HTTPS://T.CO/ET9ISSOVZZ	1
HTTPS://T.CO/ETI6RVJNIR	1
HTTPS://T.CO/ETLYAENSQY	1
HTTPS://T.CO/ETTDKLOZ73	1
HTTPS://T.CO/ETXCBA3IXZ	1
HTTPS://T.CO/EUAAFEEKFN	1
HTTPS://T.CO/EUAWJWMIPP	1
HTTPS://T.CO/EUKEJHC6ZO	1
HTTPS://T.CO/EUL4CWYVN5	1
HTTPS://T.CO/EURJOSVYZO	1
HTTPS://T.CO/EVGE4AH47H	1
HTTPS://T.CO/EVIDCXMON7	1
HTTPS://T.CO/EVLEWBKTHK	1
HTTPS://T.CO/EVXB60YHDQ	1
HTTPS://T.CO/EWDBSRUU1C	2
HTTPS://T.CO/EWG5MSVBGZ	1
HTTPS://T.CO/EWQP9VBWGO	1
HTTPS://T.CO/EWW2EEQPQR	1
HTTPS://T.CO/EWX6QHH7YF	1
HTTPS://T.CO/EX6VRDCAGD	1
HTTPS://T.CO/EXCLBVSQ1X	1
HTTPS://T.CO/EXLXP5LJVK	1
HTTPS://T.CO/EXVFKG307C	6
HTTPS://T.CO/EXXXWV5A1Q	1
HTTPS://T.CO/EY4M9DC9RS	1
HTTPS://T.CO/EY71UPEBSR	1
HTTPS://T.CO/EYAOEW7XK3	1
HTTPS://T.CO/EYIN6UJPVB	1
HTTPS://T.CO/EYLICQH7JO	1
HTTPS://T.CO/EYOD7NN3TK	1
HTTPS://T.CO/EYSVCSNLXC	1
HTTPS://T.CO/EYUZGARWQO	1
HTTPS://T.CO/EYYTNSBJ3P	1
HTTPS://T.CO/EZ5XHIIJXH	1
HTTPS://T.CO/EZ68MQAQIP	1
HTTPS://T.CO/EZ90ZULIBF	1
HTTPS://T.CO/EZDOS8ZFFV	1
HTTPS://T.CO/EZVWHJVFGU	1
HTTPS://T.CO/F0BJHDQPL6	2
HTTPS://T.CO/F1FM82ORZW	2
HTTPS://T.CO/F1FX5PDF7H	1
HTTPS://T.CO/F1XPSR6VUN	1
HTTPS://T.CO/F33QV1Y1QY	2
HTTPS://T.CO/F34YPYG6TR	1
HTTPS://T.CO/F3CQCNJR6R	1
HTTPS://T.CO/F3…	26
HTTPS://T.CO/F41C3JMUOT	1
HTTPS://T.CO/F4MCSKV5YO	1
HTTPS://T.CO/F4PIQB1UZV	1
HTTPS://T.CO/F4WH7T5Q3V	1
HTTPS://T.CO/F4YJPRCO2Q	5
HTTPS://T.CO/F5AZM10BXA	1
HTTPS://T.CO/F6DBQVBTED	1
HTTPS://T.CO/F6RNXUMDNN	5
HTTPS://T.CO/F6SGGYQAAB	2
HTTPS://T.CO/F7BWJQ2VIE	1
HTTPS://T.CO/F7PYEXBQCI	1
HTTPS://T.CO/F7WQ5WO4TO	1
HTTPS://T.CO/F9AQML3FXR	1
HTTPS://T.CO/F9SWSRS87G	1
HTTPS://T.CO/FA8QHNFNYU	1
HTTPS://T.CO/FA9CLTJTXT	1
HTTPS://T.CO/FAQK36DJXP	1
HTTPS://T.CO/FAYKKO3PCD	2
HTTPS://T.CO/FBUHX47GKC	1
HTTPS://T.CO/FBUJRRVGUN	1
HTTPS://T.CO/FCIPVANKQC	6
HTTPS://T.CO/FCV3RKDQCE	1
HTTPS://T.CO/FCVD4HMKSQ	1
HTTPS://T.CO/FCWODKWSXL	1
HTTPS://T.CO/FDBXQTSJGY	1
HTTPS://T.CO/FDERAW0X4Z	1
HTTPS://T.CO/FDNVZ6FTMD	1
HTTPS://T.CO/FDQWDXYPMF	1
HTTPS://T.CO/FDWFZCWGUU	1
HTTPS://T.CO/FDYTE8IY6C	1
HTTPS://T.CO/FE2JWLGXQ0	1
HTTPS://T.CO/FEBUKDOGEJ	1
HTTPS://T.CO/FFMMGBRWSZ	1
HTTPS://T.CO/FFRPFFC…	3
HTTPS://T.CO/FFYYEJZRAN	1
HTTPS://T.CO/FG5JXMZALL	1
HTTPS://T.CO/FG84DBZ16L	1
HTTPS://T.CO/FGD2GDDRFV	1
HTTPS://T.CO/FH5VG27AHT	1
HTTPS://T.CO/FHEOUNWBJM	3
HTTPS://T.CO/FHF78YZYSN	1
HTTPS://T.CO/FHMK7UGWHH	1
HTTPS://T.CO/FHSJRQBFAV	1
HTTPS://T.CO/FI3DC4IBOA	1
HTTPS://T.CO/FI7JDPBCKX	1
HTTPS://T.CO/FIEHV40IFT	1
HTTPS://T.CO/FILDQ85JSZ	1
HTTPS://T.CO/FIMITKHPZA	2
HTTPS://T.CO/FIMTSLVHCB	4
HTTPS://T.CO/FIRX…	2
HTTPS://T.CO/FJBJOKJRFQ	4
HTTPS://T.CO/FJHUAOZLOE	1
HTTPS://T.CO/FJIC4A91Y5	1
HTTPS://T.CO/FJO5OMABVM	1
HTTPS://T.CO/FJSL4MLRH7	1
HTTPS://T.CO/FKDMLK933E	1
HTTPS://T.CO/FKGES8ZYFD	2
HTTPS://T.CO/FKKYS2K5X1	1
